pl_name,hostname,sy_dist,pl_orbper,pl_orbsmax,pl_bmasse,pl_rade,pl_rvamp,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccen_reflink,st_mass,st_lum,discoverymethod,st_lum_solar
Kepler-1575 b,Kepler-1575,1246.92,2.55314213,0.0366,2.27,1.31,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.95,-0.03716,Transit,0.9179943325663914
TOI-561 d,TOI-561,85.799,25.71268,0.1587,13.33,2.615,3.36,0.111,0.05,-0.039,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,0.806,-0.28233,Transit,0.5219993954170735
HD 207832 b,HD 207832,58.9291,160.07,0.586,177.9848,14.2,20.73,0.197,0.053,-0.053,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.05,-0.11,Radial Velocity,0.7762471166286917
HD 102956 b,HD 102956,121.89,6.4947,0.0807,305.1168,13.8,74.6,0.037,0.019,-0.019,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1.66,1.06446,Radial Velocity,11.600053707847358
WASP-132 c,WASP-132,122.91,1.01153624,0.01833,6.26,1.841,4.67,0.0,,,0,<a refstr=GRIEVES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.144G/abstract target=ref>Grieves et al. 2025</a>,0.789,-0.57512,Transit,0.26599899758559764
Kepler-1490 b,Kepler-1490,862.92,92.4362973,0.3729,9.48,3.04,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.9,-0.31879,Transit,0.4799654764182205
TOI-2364 b,TOI-2364,219.614,4.0197517,0.04871,71.51139158,8.60849718,29.7,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.954,-0.25181,Transit,0.5600025440780013
TOI-4994 b,TOI-4994,329.304,21.491984,0.1515,88.99195396,8.54124329,21.6,0.319,0.048,-0.047,0,<a refstr=RODRIGUEZ_MARTINEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...72R/abstract target=ref>Rodr&iacute;guez Mart&iacute;nez et al. 2025</a>,1.005,0.0086,Transit,1.0199995965937203
HD 20794 d,HD 20794,6.00278,89.68,0.3625,4.8,2.04,0.502,0.077,0.084,-0.055,0,<a refstr=NARI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.297N/abstract target=ref>Nari et al. 2025</a>,0.79,-0.16311,Radial Velocity,0.6868944383608483
Kepler-377 b,Kepler-377,823.804,12.509529,0.109,2.51,1.39,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.043,0.21756,Transit,1.6502889814200228
EPIC 212499991 b,EPIC 212499991,283.29,34.885,,3.19,1.6,,,,,0,,0.912,-0.4966,Transit,0.31871316270228006
Kepler-227 c,Kepler-227,1083.06,54.418694,0.29,9.48,3.04,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.954,-0.12113,Transit,0.7566063815460363
Kepler-887 b,Kepler-887,886.588,20.42228798,0.15431,4.04,1.84,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.19,0.44617,Transit,2.7936371670782814
GJ 3138 c,GJ 3138,28.4712,5.974,0.057,4.18,1.88,1.93,0.11,0.11,-0.07,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,0.681,-1.34679,Radial Velocity,0.04499973953258032
TOI-2842 b,TOI-2842,460.995,3.5514058,0.0475,117.59651059,12.84549188,45.2,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.135,0.24551,Transit,1.7599891885836043
TOI-2977 b,TOI-2977,,2.3505614,0.03386,533.95172376,13.15934334,266.0,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.936,0.03703,Transit,1.0890053165575284
TOI-2583 A b,TOI-2583 A,566.189,4.5207265,0.0571,79.45710175,14.4595851,27.1,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.215,0.38828,Transit,2.445006398526655
Kepler-1503 b,Kepler-1503,1225.57,96.16987,0.3771,5.77,2.27,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.77,-0.14398,Transit,0.7178273476812063
Kepler-1781 b,Kepler-1781,962.63,4.88752985,0.0574,6.26,2.38091029,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.053,-0.36088,Transit,0.4356322266899653
TOI-3023 b,TOI-3023,389.916,3.9014971,0.0505,197.05361234,16.43236571,74.0,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.12,0.44404,Transit,2.7799693006031814
Kepler-198 d,Kepler-198,495.358,1.31184443,0.02342,2.96,1.53,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.97,-0.1089,Transit,0.7782157212031626
TOI-2133 b,TOI-2133,75.1973,3.8266472,0.041,6.21,2.37,,,,,0,,0.644,-0.85248,Transit,0.14044943614442704
LHS 1903 c,LHS 1903,35.6917,6.226185,0.05387,4.55,2.046,2.4,0.089,0.036,-0.03,0,<a refstr=WILSON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260211271W/abstract target=ref>Wilson et al. 2026</a>,0.538,-1.32451,Transit,0.047368540103962804
TOI-4504 b,TOI-4504,342.605,2.42614,0.03392,7.71,2.691,,0.0,,,0,<a refstr=VITKOVA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...978L..22V/abstract target=ref>V&iacute;tkov&aacute; et al. 2025</a>,0.89,-0.20761,Transit,0.6199975880723252
HIP 948 b,HIP 948,34.8523,24955.45756,15.037,6547.2651842,12.1,169.73,0.23,0.161,-0.11,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,0.71,-0.75782,Radial Velocity,0.17465458856227753
Kepler-1204 b,Kepler-1204,1175.22,85.7350285,0.3877,9.53,3.05,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.03,-0.05771,Transit,0.8755682404772203
TOI-2587 A b,TOI-2587 A,373.675,5.45664,0.0635,69.28659273,12.07207221,22.7,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.15,0.47129,Transit,2.9599883380409096
Kepler-251 e,Kepler-251,924.625,99.640161,0.404,8.1,2.77,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.891,-0.17197,Transit,0.6730231454704797
Kepler-547 b,Kepler-547,378.972,6.010384289,0.058,15.1,4.0,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.78,-0.55508,Transit,0.2785607993410793
Kepler-1828 b,Kepler-1828,871.81,10.2737999,0.0924,5.13,2.11598626,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.996,-0.11128,Transit,0.7739626447543406
Kepler-1328 b,Kepler-1328,813.543,4.52158888,0.052,0.904,0.98,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.0,0.2276,Transit,1.6888846947909175
Kepler-874 b,Kepler-874,1082.16,40.0686727,0.2234,14.7,3.94,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.09,0.13758,Transit,1.3727138009462285
HD 20794 f,HD 20794,6.00278,647.6,1.3541,5.82,2.28,0.567,0.45,0.1,-0.11,0,<a refstr=NARI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.297N/abstract target=ref>Nari et al. 2025</a>,0.79,-0.16311,Radial Velocity,0.6868944383608483
Gl 725 A b,Gl 725 A,3.5214,11.2201,0.068,2.78,1.48,1.67,0.0,,,0,<a refstr=CORTES_ZULETA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.164C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2025</a>,0.33,-1.809,Radial Velocity,0.015523870099580825
Kepler-32 b,Kepler-32,323.847,5.90124,0.05,1303.0,2.2,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.58,-1.29243,Transit,0.05099997932049955
Kepler-1150 b,Kepler-1150,358.518,2.787868386,0.0382,1.04,1.02,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.76,-0.66578,Transit,0.21588377318752539
ZTF J1230-2655 b,ZTF J1230-2655,186.69,0.23597766,,7024.0077947,13.78704626,9000.0,,,,0,,0.646,-2.86,Transit,0.0013803842646028853
TOI-3912 b,TOI-3912,465.992,3.4936264,0.0463,129.03833324,14.28024141,51.2,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.088,0.27323,Transit,1.8759877579669373
K2-104 b,K2-104,189.289,1.9741954,0.0242,3.86,1.79,,0.09,0.167783,-0.07267,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0.51,-1.43415,Transit,0.03680018483545034
HD 65216 b,HD 65216,35.1205,577.6,1.301,411.58985,13.6,35.7,0.27,0.02,-0.02,0,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,0.874,-0.1498,Radial Velocity,0.7082718805467453
HD 65216 c,HD 65216,35.1205,5370.0,5.75,645.1949,13.4,26.0,0.17,0.04,-0.04,0,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,0.874,-0.1498,Radial Velocity,0.7082718805467453
Kepler-1151 b,Kepler-1151,682.436,65.6478424,0.3197,5.56,2.22,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.88,-0.34196,Transit,0.4550299680289398
TOI-2818 b,TOI-2818,312.674,4.039709,0.0493,225.65816897,15.27784069,91.0,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.977,0.16435,Transit,1.4599903995290213
HIP 65407 c,HIP 65407,61.7804,67.3,0.316,249.17872,13.9,41.5,0.12,0.04,-0.04,0,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,0.93,-0.18603,Radial Velocity,0.6515833827207071
Kepler-124 c,Kepler-124,420.046,13.821375,0.1,3.71,1.75,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.706,-0.46737,Transit,0.3409023538972817
TOI-2537 b,TOI-2537,184.986,94.1022,0.3715,415.40172795,11.25381662,74.7,0.364,0.039,-0.039,0,<a refstr=HEIDARI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A..36H/abstract target=ref>Heidari et al. 2025</a>,0.771,-0.52143,Transit,0.3010024288370056
Kepler-999 b,Kepler-999,545.063,5.991857017,0.06918,6.08,2.34,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.29,0.5381,Transit,3.4522322076905674
Oph 11 b,Oph 11,136.16559197,7300000.0,243.0,4449.62,12.3,,,,,0,,0.016,-2.77,Imaging,0.0016982436524617442
K2-11 b,K2-11,329.309,39.93767,0.2257,44.4,7.55,,,,,0,,1.35,-0.31039,Transit,0.4893391914034922
HD 38283 b,HD 38283,38.0615,363.20001,1.02,127.132,14.0,10.0,0.41,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.37,0.41069,Radial Velocity,2.5744828315860655
Kepler-518 b,Kepler-518,337.901,8.512035877,0.07996,5.1,2.11,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.96,-0.04002,Transit,0.9119688406717056
Kepler-265 d,Kepler-265,1280.25,43.130617,0.236,6.76,2.49,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.97,0.00548,Transit,1.012698111269176
HD 188015 b,HD 188015,50.6706,461.2,1.203,476.72,13.6,37.6,0.137,0.026,-0.026,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,1.09,0.05892,Radial Velocity,1.1453019495973753
DMPP-1 d,DMPP-1,62.5388,3.1417,0.04467,4.72,2.02,1.88,0.36,,,1,<a refstr=STANDING_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260218207S/abstract target=ref>Standing et al. 2026</a>,1.21,0.31955,Radial Velocity,2.0871324000802387
WASP-149 b,WASP-149,211.73,1.332813,0.024,314.96795134,15.24421375,175.25,0.0,,,0,<a refstr=SCHANCHE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..334S/abstract target=ref>Schanche et al. 2025</a>,1.05,0.04343,Transit,1.1051723222942544
G 192-15 c,G 192-15,9.53114,1219.0,1.137,14.3,3.87,4.49,0.676,0.063,-0.073,0,<a refstr=KAMINSKI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A.101K/abstract target=ref>Kaminski et al. 2025</a>,0.132,-2.67285,Radial Velocity,0.002123977931315639
G 261-6 b,G 261-6,10.6267,5.4536,0.02971,1.37,1.1,2.08,0.0,,,0,<a refstr=KAMINSKI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A.101K/abstract target=ref>Kaminski et al. 2025</a>,0.118,-2.82122,Radial Velocity,0.0015093153885121968
TOI-3493 b,TOI-3493,96.7224,8.1594667,,8.97,3.22,2.81,,,,0,,1.023,0.19294,Transit,1.5593370575690424
Kepler-24 e,Kepler-24,1156.81,18.998355,0.138,26.2118,2.78,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.046,0.064,Transit,1.158777356155126
TOI-3807 b,TOI-3807,421.745,2.8989727,0.0421,330.54154328,18.49481816,130.0,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.181,0.33244,Transit,2.1500076242905624
Gl 410 b,Gl 410,11.9324,6.02,0.0531,8.4,2.83,4.4,,,,0,,0.55,-1.239,Radial Velocity,0.05767664633922506
TOI-4463 A b,TOI-4463 A,173.117,2.8807198,0.04036,252.35575516,13.26022417,108.7,0.0,,,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.056,0.01115,Transit,1.026006235060247
Kepler-797 b,Kepler-797,1315.26,27.07237711,0.181,5.35,2.17,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.96,0.46974,Transit,2.9494429487331972
HD 11755 b,HD 11755,235.045,433.70001,1.09,1789.3829,12.8,191.3,0.19,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.72,2.16933,Radial Velocity,147.68282795586074
KOI-351 b,KOI-351,848.254,7.008151,0.074,2.27,1.31,,0.0,,,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,1.2,0.26853,Transit,1.8557949987830165
Kepler-1793 b,Kepler-1793,1189.88,8.779999733,0.0787,13.8,3.79037518,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.85,-0.23389,Transit,0.5835929005101571
Kepler-309 c,Kepler-309,544.568,105.356383,0.401,6.85,2.51,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.816,-0.574,Transit,0.266685866452148
HD 40307 c,HD 40307,12.9363,9.6184,0.0799,1868.51320475,,2.45,0.06,0.11,-0.06,0,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,0.77,-0.639,Radial Velocity,0.2296148648112362
HD 7199 b,HD 7199,36.1531,615.0,1.36,3639.13526015,,7.8,0.19,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.77,-0.1549,Radial Velocity,0.700003159130897
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,7300.0,,2.0,381.3940884,13.7,,,,,0,,0.28,,Microlensing,
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,7000.0,,4.0,21.0,4.86,,,,,0,,0.6,,Microlensing,
GJ 251 c,GJ 251,5.58057,53.647,0.196,3.88,1.8,1.23,0.0,,,0,<a refstr=BEARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..279B/abstract target=ref>Beard et al. 2025</a>,0.35,-1.80967,Radial Velocity,0.01549993939230372
K2-200 b,K2-200,184.131,2.849883,,2.43,1.3643987,,,,,0,,0.860208,-0.4288,Transit,0.3725632384666037
Kepler-922 b,Kepler-922,536.323,0.938466832,0.01795,2.6,1.42,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.95,-0.13328,Transit,0.7357326002143698
Kepler-1780 b,Kepler-1780,790.516,109.4449997,0.4276,12.7,3.60600667,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.868,-0.2166,Transit,0.6072954118270237
Kepler-509 b,Kepler-509,332.443,41.74600392,0.23702,6.76,2.49,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.1,0.23291,Transit,1.7096609807867769
GJ 649 b,GJ 649,10.3796,600.1,1.112,81.99972901,10.8,9.71,0.083,0.068,-0.055,0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A.122P/abstract target=ref>Pinamonti et al. 2023</a>,0.51,-1.361,Radial Velocity,0.04355118736855686
Kepler-813 b,Kepler-813,840.0,19.12947337,0.1439,5.22,2.14,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.95,-0.0712,Transit,0.848789503007244
HD 222582 b,HD 222582,42.1586,572.38,1.34,2660.2371,12.6,276.3,0.73,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.12,0.11471,Radial Velocity,1.302296879726572
Kepler-1551 b,Kepler-1551,1463.72,24.4973698,0.1772,7.56,2.66,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.14,0.24402,Transit,1.7539612728835374
Kepler-1352 b,Kepler-1352,670.829,1.877882748,0.02883,0.64,0.89,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.11,0.263,Transit,1.8323144223712116
Kepler-1422 b,Kepler-1422,2465.84,18.6051942,0.1499,4.74,2.02,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.15,0.44726,Transit,2.80065749341572
GJ 849 c,GJ 849,8.80058,5990.0,4.95,314.65012293,13.8,18.81,0.092,0.038,-0.036,0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A.122P/abstract target=ref>Pinamonti et al. 2023</a>,0.45,-1.59,Radial Velocity,0.025703957827688632
EPIC 206042996 b,EPIC 206042996,451.769,5.2986,,3.53,1.7,,,,,0,,0.565,-0.97996,Transit,0.10472249965958585
HD 49674 b,HD 49674,43.0399,4.94737,0.06,31.783,6.2,12.0,0.09,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.03,-0.02162,Radial Velocity,0.951436920053478
Kepler-26 d,Kepler-26,335.307,3.543919,0.039,1.24,1.07,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.593,-1.06048,Transit,0.08700014971923162
Kepler-229 d,Kepler-229,826.265,41.194912,0.22,14.2,3.85,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.808,-0.53795,Transit,0.28976771759115516
WASP-116 b,WASP-116,559.243,6.6132,0.065,203.41018048,13.67495645,59.67,0.0,,,0,<a refstr=SCHANCHE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..334S/abstract target=ref>Schanche et al. 2025</a>,1.25,0.49624,Transit,3.135017720519961
WASP-188 b,WASP-188,675.281,5.748916,0.072,458.6263913,14.81827249,124.63,0.0,,,0,<a refstr=SCHANCHE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..334S/abstract target=ref>Schanche et al. 2025</a>,1.5,0.74277,Transit,5.530571355872879
Kepler-320 c,Kepler-320,826.613,17.934937,0.142,2.45,1.37,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.072,0.37419,Transit,2.3669549929066105
TOI-771 b,TOI-771,25.2788,2.3260155,0.0208,2.47,1.36,3.29,0.055,0.047,-0.036,0,<a refstr=LACEDELLI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...698A.223L/abstract target=ref>Lacedelli et al. 2025</a>,0.22,-2.20343,Transit,0.006259937540624864
Kepler-926 b,Kepler-926,921.361,52.0688601,0.2739,5.95,2.31,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.01,0.17281,Transit,1.4887096379039182
Kepler-106 e,Kepler-106,444.322,43.8445,0.24006,11.17,2.56,1.95,0.0,,,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,1.0,0.08255,Transit,1.2093444058488
