pl_name,hostname,sy_dist,pl_orbper,pl_orbsmax,pl_bmasse,pl_rade,pl_rvamp,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccen_reflink,st_mass,st_lum,discoverymethod,st_lum_solar
Kepler-1167 b,Kepler-1167,820.905,1.003933739,0.0175,3.57,1.71,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.79,-0.53589,Transit,0.2911454450563117
Kepler-1740 b,Kepler-1740,1061.77,8.172400475,0.0779,11.0,3.32321414,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.943,-0.07942,Transit,0.8328753331616009
Kepler-1581 b,Kepler-1581,493.175,6.28385491,0.06865,0.437,0.8,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.12,0.39085,Transit,2.4595179700174
Kepler-644 b,Kepler-644,1318.05,3.173917103,0.04641,10.1,3.15,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.49,0.71041,Transit,5.133457844677136
Kepler-1752 b,Kepler-1752,962.888,56.35850143,0.2698,18.7,4.54060463,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.824,-0.39819,Transit,0.39976981573435744
Kepler-280 c,Kepler-280,780.361,4.807091,0.056,4.7,2.01,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.962,-0.06437,Transit,0.8622436406961691
Kepler-1208 b,Kepler-1208,825.176,11.08507637,0.0901,5.99,2.32,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.8,-0.55349,Transit,0.27958251030917275
Kepler-263 c,Kepler-263,754.747,47.332773,0.242,6.66,2.47,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.793,-0.45614,Transit,0.34983237621557006
Kepler-1101 b,Kepler-1101,742.473,81.3151059,0.3483,6.66,2.47,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.94,-0.35135,Transit,0.44529723657964887
HD 168746 b,HD 168746,41.5681,6.404,0.07,85.8141,11.1,28.6,0.11,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.07,0.04139,Radial Velocity,1.0999931989351934
TOI-2406 b,TOI-2406,55.419,3.0766891,0.02267,15.6,2.86,23.7,0.17,0.11,-0.05,0,<a refstr=HORI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..289H/abstract target=ref>Hori et al. 2024</a>,0.166,-2.46218,Transit,0.003450007188671712
HD 18599 b,HD 18599,38.5653,4.1374354,0.048,24.1,2.6,11.3,0.34,0.07,-0.09,0,<a refstr=DESIDERA_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.158D/abstract target=ref>Desidera et al. 2023</a>,0.863,-0.42946,Transit,0.37199748181842074
Kepler-560 b,Kepler-560,109.308,18.47764449,0.0899,3.61,1.72,,0.17,0.07,-0.04,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,0.34,-1.717,Transit,0.01918668740670289
Kepler-150 d,Kepler-150,891.092,12.56093,0.104,8.2,2.79,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.956,-0.16141,Transit,0.6895884836192688
Kepler-498 b,Kepler-498,938.844,9.61375356,0.0897,9.43,3.03,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.98,0.17242,Transit,1.4873733645441127
Kepler-817 b,Kepler-817,1484.46,3.990106229,0.0493,60.2,9.03,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.03,0.08609,Transit,1.2192422395567672
Kepler-937 b,Kepler-937,1571.46,67.668827,0.3214,13.4,3.72,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.15,0.28097,Transit,1.909721335133475
K2-10 b,K2-10,272.36,19.30553,0.137,25.2,3.773,7.3,0.31,0.16,-0.18,0,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>,0.88,-0.10088,Transit,0.7927203369459088
Kepler-571 b,Kepler-571,723.875,4.798599388,0.0546,7.46,2.64,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.93,-0.22253,Transit,0.5990595556139751
Kepler-1458 b,Kepler-1458,544.45,47.9872764,0.24869,8.05,2.76,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.96,-0.24032,Transit,0.5750160936911822
Kepler-1600 c,Kepler-1600,1030.81,7.298049927,0.06961,4.43,1.94206512,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.818,-0.33945,Transit,0.45766742276257744
Kepler-221 d,Kepler-221,385.231,10.04156,0.087,3.61,2.73,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.854,-0.40429,Transit,0.39419399126187915
Kepler-626 b,Kepler-626,635.643,14.48585199,0.10913,5.86,2.29,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.01,-0.04194,Transit,0.9079459588834884
Kepler-1549 b,Kepler-1549,803.052,214.886545,0.6687,7.13,2.57,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.88,-0.27333,Transit,0.5329297932528282
K2-62 c,K2-62,112.467,16.19697,0.1148,4.62,1.99,,,,,0,,0.67,-0.72658,Transit,0.18768086655985286
Kepler-1149 b,Kepler-1149,1217.73,3.73089898,0.0473,2.67,1.44,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.02,0.16546,Transit,1.46372671712924
Kepler-1288 b,Kepler-1288,814.078,2.76122421,0.04135,1.46,1.12,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.2,0.30207,Transit,2.004795136122618
Kepler-128 b,Kepler-128,396.379,15.0,0.12545,3.79,1.421,,0.0,,,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,1.184,0.57542,Transit,3.762010470908786
Kepler-1245 b,Kepler-1245,805.936,4.35409304,0.0484,2.67,1.44,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.86,-0.41093,Transit,0.3882129334801166
Kepler-1068 b,Kepler-1068,1473.61,16.92344113,0.13038,12.8,3.63,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.01,-0.02521,Transit,0.9436044927301938
Kepler-150 e,Kepler-150,891.092,30.826557,0.189,9.91,3.12,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.956,-0.16141,Transit,0.6895884836192688
Kepler-272 c,Kepler-272,889.608,6.057342,0.061,97.8,1.79,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.91,0.06634,Transit,1.1650377559918645
Kepler-152 c,Kepler-152,441.09,88.255055,0.356,6.3,2.39,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.779,-0.46488,Transit,0.342862509871838
Kepler-1506 b,Kepler-1506,2366.02,14.0329154,0.1168,2.3,1.32,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.95,0.42561,Transit,2.6644648785896683
CoRoT-3 b,CoRoT-3,768.771,4.2568,0.05783,6883.91,11.32,2173.0,0.0,,,0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,1.37,0.39086,Transit,2.459574603163548
HD 205739 b,HD 205739,92.5087,279.8,0.896,435.41,13.6,42.0,0.27,0.07,-0.07,0,<a refstr=LOPEZ_MORALES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008AJ....136.1901L/abstract target=ref> Lopez-Morales et al. 2008 </a>,1.22,0.36,Radial Velocity,2.290867652767773
HD 224693 b,HD 224693,93.5015,26.6904,0.191,222.481,14.0,39.96,0.104,0.017,-0.017,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.31,0.61,Radial Velocity,4.073802778041127
HD 16417 b,HD 16417,25.3936,17.24,0.14,22.1,5.0,5.0,0.2,0.09,-0.09,0,<a refstr=O_TOOLE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...697.1263O/abstract target=ref> O'Toole et al. 2009 </a>,1.2,0.44317,Radial Velocity,2.7744059040906346
HD 19994 b,HD 19994,22.5242,466.2,1.305,435.41,13.6,29.3,0.063,0.062,-0.062,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,1.365,0.58,Radial Velocity,3.8018939632056115
GJ 179 b,GJ 179,12.356,2288.0,2.41,301.93698665,13.8,25.8,0.21,0.08,-0.08,0,<a refstr=HOWARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1467H/abstract target=ref> Howard et al. 2010 </a>,0.357,-1.796,Radial Velocity,0.01599558028614669
GQ Lup b,GQ Lup,151.169,,100.0,6356.0,33.6,,,,,0,,0.7,-0.07239,Imaging,0.8464669384948507
HD 37605 b,HD 37605,46.7864,55.01292,0.277,854.9627,13.2,203.47,0.6745,0.0019,-0.0019,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,0.94,-0.22,Radial Velocity,0.6025595860743578
HD 33283 b,HD 33283,89.8623,18.1991,0.1508,104.56607,12.5,22.4,0.399,0.056,-0.056,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.38,0.64,Radial Velocity,4.36515832240166
HD 9446 b,HD 9446,50.3503,30.052,0.189,222.472,14.0,46.6,0.2,0.06,-0.06,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...513A..69H/abstract target=ref> Hebrard et al. 2010 </a>,1.0,0.04139,Radial Velocity,1.0999931989351934
HD 134987 c,HD 134987,26.1804,5000.0,5.8,260.0,13.9,9.3,0.12,0.02,-0.02,0,<a refstr=JONES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403.1703J/abstract target=ref> Jones et al. 2010 </a>,1.1,0.25527,Radial Velocity,1.799989617245593
HD 110014 b,HD 110014,100.758,835.477,2.14,3524.59,12.4,158.2,0.462,0.069,-0.069,0,<a refstr=DE_MEDEIROS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...504..617D/abstract target=ref> de Medeiros et al. 2009 </a>,2.17,2.30408,Radial Velocity,201.4095225744611
HD 79498 b,HD 79498,48.9489,1807.0,2.98,425.8922,13.6,26.0,0.575,0.023,-0.023,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.08,0.03,Radial Velocity,1.0715193052376064
HD 45652 b,HD 45652,34.8541,44.073,0.237,137.62039,14.3,33.2,0.607,0.026,-0.026,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,0.92,-0.2,Radial Velocity,0.6309573444801932
HIP 79431 b,HIP 79431,14.5324,111.7,0.36,667.415,13.4,149.5,0.29,0.02,-0.02,0,<a refstr=APPS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..156A/abstract target=ref> Apps et al. 2010 </a>,0.49,-1.54921,Radial Velocity,0.02823514354541168
GJ 876 b,GJ 876,4.67517,61.1166,0.208317,723.2235,13.3,214.0,0.0324,0.0013,-0.0013,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,0.32,-1.90658,Radial Velocity,0.012399951885248272
HD 86226 b,HD 86226,45.683,1628.0,2.73,143.0235,14.3,7.74,0.059,0.062,-0.039,0,<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...96T/abstract target=ref>Teske et al. 2020</a>,1.019,0.07188,Radial Velocity,1.1799945460606736
HD 47186 c,HD 47186,37.4574,1353.6,2.395,111.42,13.0,6.65,0.249,0.073,-0.073,0,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,0.96,0.04298,Radial Velocity,1.1040277763733641
HD 148156 b,HD 148156,57.1289,1027.0,2.45,270.144,13.9,17.5,0.52,0.04,-0.09,0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,1.22,0.25042,Radial Velocity,1.7799999905367636
HD 86226 c,HD 86226,45.683,3.98442,0.049,7.25,2.16,2.89,0.075,0.065,-0.048,0,<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...96T/abstract target=ref>Teske et al. 2020</a>,1.019,0.07188,Transit,1.1799945460606736
HIP 14810 c,HIP 14810,50.48,147.747,0.549,416.3573,13.6,50.91,0.1566,0.0099,-0.0099,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.01,-0.01,Radial Velocity,0.9772372209558107
HIP 14810 b,HIP 14810,50.48,6.673892,0.0696,1239.537,13.0,423.34,0.14399,0.00087,-0.00087,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.01,-0.01,Radial Velocity,0.9772372209558107
GJ 876 d,GJ 876,4.67517,1.93778,0.02080665,6.83,2.51,6.56,0.207,0.055,-0.055,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,0.32,-1.90658,Radial Velocity,0.012399951885248272
GJ 876 e,GJ 876,4.67517,124.26,0.3343,14.6,3.92,3.42,0.055,0.012,-0.012,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,0.32,-1.90658,Radial Velocity,0.012399951885248272
gam1 Leo b,gam1 Leo,39.8883,428.5,1.19,2790.43,12.5,208.3,0.144,0.046,-0.046,0,<a refstr=HAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...509A..24H/abstract target=ref> Han et al. 2010 </a>,1.23,2.51,Radial Velocity,323.5936569296281
HD 156411 b,HD 156411,56.8655,842.2,1.88,235.18,14.0,14.0,0.22,0.08,-0.08,0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,1.25,0.731,Radial Velocity,5.382697825162883
HD 8535 b,HD 8535,55.4401,1313.0,2.45,216.1244,14.0,11.8,0.15,0.09,-0.05,0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,1.13,0.33266,Radial Velocity,2.151097026807099
HD 37605 c,HD 37605,46.7864,2720.0,3.74,1013.8777,13.1,48.51,0.03,0.012,-0.012,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,0.94,-0.22,Radial Velocity,0.6025595860743578
HD 1605 c,HD 1605,88.8047,2149.0,3.584,1150.5446,13.0,47.47,0.099,0.011,-0.011,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.33,0.81,Radial Velocity,6.456542290346556
BD+20 2457 b,BD+20 2457,1539.71,379.63,1.45,6807.63,12.1,322.35,0.15,0.03,-0.03,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,2.8,3.17,Radial Velocity,1479.1083881682073
HD 240210 b,HD 240210,372.405,501.75,1.16,1655.82,12.8,161.89,0.15,0.02,-0.02,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,0.82,1.55,Radial Velocity,35.48133892335755
CoRoT-17 b,CoRoT-17,1176.12,3.7681,0.0461,772.29,11.43,312.4,0.0,,,0,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,1.04,0.13421,Transit,1.3621031585222851
HD 132563 b,HD 132563,105.155,1544.0,2.62,473.547,13.6,26.7,0.22,0.09,-0.09,0,<a refstr=DESIDERA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A..90D/abstract target=ref> Desidera et al. 2011 </a>,1.231,0.37408,Radial Velocity,2.366355556142724
HD 55696 b,HD 55696,77.9693,1827.0,3.18,1357.12729789,12.9,76.7,0.705,0.022,-0.022,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.29,0.43,Radial Velocity,2.6915348039269156
HD 148164 b,HD 148164,77.1971,328.55,0.993,390.9309,13.7,39.6,0.587,0.026,-0.026,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.21,0.33,Radial Velocity,2.137962089502232
24 Sex c,24 Sex,72.0691,883.0,2.08,273.32,13.9,14.5,0.29,0.16,-0.09,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,1.54,1.164,Radial Velocity,14.588142602753482
HD 22781 b,HD 22781,32.6034,528.07,1.167,4338.2,12.3,726.4,0.8191,0.0023,-0.0023,0,<a refstr=DIAZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.113D/abstract target=ref> D&iacute;az et al. 2012 </a>,0.75,-0.47556,Radial Velocity,0.334533797108499
HD 148164 c,HD 148164,77.1971,5062.0,6.15,1640.0028,12.8,54.28,0.125,0.017,-0.017,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.21,0.33,Radial Velocity,2.137962089502232
HD 90156 b,HD 90156,21.9496,49.77,0.25,17.98,4.43,3.69,0.31,0.1,-0.1,0,<a refstr=MORDASINI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...526A.111M/abstract target=ref> Mordasini et al. 2011 </a>,0.84,-0.14267,Radial Velocity,0.7199958612751897
HD 45350 b,HD 45350,46.8733,963.6,1.92,568.89,13.5,58.0,0.778,0.009,-0.009,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007AJ....134.1276W/abstract target=ref> Wittenmyer et al. 2007 </a>,0.98,0.14065,Radial Velocity,1.3824518053904096
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,3040.0,2800.0,3.2,10.4,3.21,,,,,0,,0.56,,Microlensing,
Kepler-595 c,Kepler-595,643.009,12.38602,0.0983,3.3,1.009,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.93,-0.34768,Transit,0.44907615960074726
Kepler-595 b,Kepler-595,643.009,25.3029092,0.1582,17.4,3.708,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.93,-0.34768,Transit,0.44907615960074726
HD 177830 c,HD 177830,62.7674,110.9,0.5137,47.6725,7.87,5.1,0.3,0.1,-0.1,0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,1.47,0.68502,Radial Velocity,4.841946650590344
OGLE-TR-111 b,OGLE-TR-111,1068.33,4.0144463,0.0473,174.799,11.421971,78.0,0.0,,,0,<a refstr=PONT_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...426L..15P/abstract target=ref> Pont et al. 2004 </a>,0.82,-0.33862,Transit,0.4585429281990081
PSR B1257+12 b,PSR B1257+12,600.0,25.262,0.19,0.02,0.338,,0.0,,,0,<a refstr=KONACKI_AND_WOLSZCZAN_2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...591L.147K/abstract target=ref> Konacki and Wolszczan 2003 </a>,1.4,,Pulsar Timing,
PSR B1257+12 d,PSR B1257+12,600.0,98.2114,0.46,3.9,1.8,,0.0264,0.0009,-0.0009,0,<a refstr=WOLSZCZAN_1994 href=https://ui.adsabs.harvard.edu/abs/1994Sci...264..538W/abstract target=ref>Wolszczan 1994</a>,1.4,,Pulsar Timing,
HD 21749 c,GJ 143,16.32,7.78993,0.0695,3.7,0.892,1.43,,,,0,,0.73,-0.6862,Transit,0.20596811765973644
TOI-2374 b,TOI-2374,134.655,4.3136193,0.04818,61.65871096,7.48759911,28.0,0.13,,,1,<a refstr=HACKER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.1612H/abstract target=ref>Hacker et al. 2024</a>,0.802,-0.54516,Transit,0.28499681070164806
CoRoT-18 b,CoRoT-18,764.889,1.9000693,0.0295,1102.82,14.68,590.0,0.08,,,1,<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>,0.95,-0.17,Transit,0.6760829753919817
Kepler-45 b,Kepler-45,381.949,2.455239,0.03,160.497,10.76,110.0,0.11,0.1,-0.09,0,<a refstr=JOHNSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143..111J/abstract target=ref> Johnson et al. 2012 </a>,0.59,-1.27572,Transit,0.05300050406396649
WASP-23 b,WASP-23,207.49,2.9444256,0.0376,280.95,10.783,147.4,0.062,,,1,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,0.78,-0.37679,Transit,0.4199620045352495
HD 107148 b,HD 107148,49.4156,48.056,0.269,66.741,9.6,10.9,0.05,0.17,-0.17,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,1.12,0.12081,Radial Velocity,1.320717705445317
SWEEPS-11 b,SWEEPS-11,8500.0,1.796,0.03,3082.82,12.666,,,,,0,,1.1,,Transit,
OGLE-TR-211 b,OGLE-TR-211,1515.26,3.67724,0.051,327.351,15.244,82.0,0.0,,,0,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,1.33,0.26657,Transit,1.847438542824738
