pl_name,hostname,discoverymethod,pl_orbper,pl_orbsmax,pl_bmasse,st_mass,pl_orbeccen,expected_eccentricity,eccentricity_for_analysis
HATS-56 b,HATS-56,Transit,4.3247661,,,,,0.06227260815311036,0.06227260815311036
HAT-P-27 b,HAT-P-27,Transit,3.0395803,,,0.916,,0.05797253463654824,0.05797253463654824
Kepler-396 c,Kepler-396,Transit,88.5127,,,0.97,,0.1055472221976901,0.1055472221976901
WASP-174 b,WASP-174,Transit,4.2337,,,,,0.06203476727520984,0.06203476727520984
HATS-75 b,HATS-75,Transit,2.7886556,0.032742,156.05374784,0.6017,0.064,0.05916205355230978,0.064
Kepler-896 b,Kepler-896,Transit,144.547396,,,0.84,,0.11358559643445408,0.11358559643445408
Kepler-1988 b,Kepler-1988,Transit,11.49499722,0.1142,,1.502,0.0,0.08264437126663243,0.08264437126663243
Kepler-139 e,Kepler-139,Radial Velocity,1904.0,,378.0,1.078,,0.24520573596302586,0.24520573596302586
Kepler-20 e,Kepler-20,Transit,6.0984882,0.0637,0.76,0.929,0.092,0.03727107522956162,0.092
Kepler-290 d,Kepler-290,Transit,0.764017553,,,0.8,,0.044627965403217854,0.044627965403217854
Kepler-1986 b,Kepler-1986,Transit,19.5489365,0.1305,,0.776,0.0,0.08575423227936062,0.08575423227936062
Kepler-1987 c,Kepler-1987,Transit,3.64829642,0.0427,,0.778,0.0,0.06788667754253103,0.06788667754253103
Kepler-138 e,Kepler-138,Transit Timing Variations,38.23,0.1803,0.43,0.535,0.112,0.03636237203401339,0.112
Kepler-896 c,Kepler-896,Transit,29.54221239,,,0.92,,0.08693001998794725,0.08693001998794725
Kepler-896 b,Kepler-896,Transit,144.5431,0.519,,0.889,0.0,0.11335873094612858,0.11335873094612858
Kepler-139 c,Kepler-139,Transit,157.072878,0.586,,,,0.1153243309340823,0.1153243309340823
Kepler-1989 b,Kepler-1989,Transit,10.16100025,,,0.999,,0.07244762708605007,0.07244762708605007
Kepler-1990 b,Kepler-1990,Transit,1.735129952,,,1.028,,0.052837584585368434,0.052837584585368434
Kepler-37 c,Kepler-37,Transit,21.3018481992,,,0.94,,0.08221136256608379,0.08221136256608379
Kepler-37 c,Kepler-37,Transit,21.30191004,,,0.94,,0.08221140456257792,0.08221140456257792
Kepler-37 b,Kepler-37,Transit,13.3669309,0.10186,,0.787,,0.08142521025850091,0.08142521025850091
Kepler-37 d,Kepler-37,Transit,39.79223792,0.2121,,0.803,0.0,0.09471102316440204,0.09471102316440204
Kepler-37 c,Kepler-37,Transit,21.30199109,0.1398,,0.803,0.0,0.08693720066042603,0.08693720066042603
Kepler-37 b,Kepler-37,Transit,13.36702,0.1019,0.79,0.79,0.098,0.04154837812851259,0.098
Kepler-763 d,Kepler-763,Transit,6.50327035,,,0.85,,0.06609548820214807,0.06609548820214807
Kepler-763 d,Kepler-763,Transit,6.50327035,0.0634,,0.8,0.0,0.07372547717275829,0.07372547717275829
HD 3167 b,HD 3167,Transit,0.95965428,0.01802,4.73,0.852,0.1,0.034910387497572797,0.1
HD 3167 b,HD 3167,Transit,0.959665,,,0.89032,,0.04691358664806261,0.04691358664806261
HD 3167 c,HD 3167,Transit,29.844982,,,0.89032,,0.0868752235672181,0.0868752235672181
HD 4732 b,HD 4732,Radial Velocity,371.74,1.129,631.2072163,1.39,0.266,0.19607543190547383,0.266
Kepler-1518 b,Kepler-1518,Transit,5.1117547,,,1.49,,0.06604126521520055,0.06604126521520055
Kepler-963 b,Kepler-963,Transit,9.9768555233,,,0.93,,0.0718264704598292,0.0718264704598292
GJ 3090 b,GJ 3090,Transit,2.8531054,0.03165,3.34,0.519,0.32,0.038189902205464366,0.32
HD 11506 d,HD 11506,Radial Velocity,16000.0,13.3,2892.2385037,1.268,0.24,0.3387740558585527,0.24
HD 11506 b,HD 11506,Radial Velocity,1612.0,2.918,1601.85517128,1.268,0.39,0.25247963987695515,0.39
K2-127 b,K2-127,Transit,3.5868547125,,,,,0.06021066747871153,0.06021066747871153
55 Cnc f,55 Cnc,Radial Velocity,259.88,0.7708,47.8,0.905,0.08,0.14236628138189283,0.08
Qatar-10 b,Qatar-10,Transit,1.6453265,,,,,0.05229089149633554,0.05229089149633554
HD 68988 c,HD 68988,Radial Velocity,16000.0,13.2,4767.426105,1.171665,0.45,0.3507800985512348,0.45
GJ 436 b,GJ 436,Radial Velocity,2.643898,,21.72,0.445,,0.05760764799155374,0.05760764799155374
GJ 463 b,GJ 463,Radial Velocity,3448.0,3.53,1144.1822652,0.49,0.09,0.25581756144380685,0.09
HIP 67851 c,HIP 67851,Radial Velocity,2131.8,3.82,1900.6234,1.63,0.17,0.2673865978634991,0.17
HIP 67851 b,HIP 67851,Radial Velocity,88.87622,0.482,498.35494218,1.896,0.063,0.16301712200697585,0.063
HIP 70849 b,HIP 70849,Radial Velocity,17337.5,20.25,2860.0,0.63,0.715,0.3236712567555141,0.715
HIP 56640 b,HIP 56640,Radial Velocity,2675.57603,4.55,2151.69831539,1.75,0.118,0.2779379436475515,0.118
HD 18599 b,HD 18599,Transit,4.137437,0.05,25.5,0.807,0.2,0.05179608829952474,0.2
HD 18599 b,HD 18599,Transit,4.1374354,0.048,24.1,0.863,0.34,0.051857386322408404,0.34
TOI-469.01,TOI-469,Transit,13.63083,0.109,5.8,0.94,0.0,0.05268826700222157,0.05268826700222157
TOI-836.01,TOI-836,Transit,8.5954792,,,,,0.07042068288188617,0.07042068288188617
HD 135694 b,HD 135694,Transit,15.9234883,,,,,0.07856291739878254,0.07856291739878254
kap CrB b,kap CrB,Radial Velocity,1208.0,2.7,572.094,1.8,0.146,0.22628882306761547,0.146
kap CrB b,kap CrB,Radial Velocity,1300.0,2.8,667.443,,0.125,0.22351282919734142,0.125
rho CrB b,rho CrB,Radial Velocity,39.84324,0.2213,335.9446262,0.911214,0.0355,0.1361477565694793,0.0355
HD 29985 b,HD 29985,Radial Velocity,20608.14049,13.39,1739.47487151,0.75,0.261,0.32671059736941366,0.261
HD 29985 b,HD 29985,Radial Velocity,9900.0,8.0,899.45439181,0.718,0.68,0.2862880220118556,0.68
HD 62364 b,HD 62364,Radial Velocity,5172.0,6.4,6038.739733,1.3,0.61,0.3205296520527868,0.61
Kepler-158 c,Kepler-158,Transit,28.55156868,0.1589,,0.656,0.0,0.08950945655883848,0.08950945655883848
NGTS-33 b,NGTS-33,Transit,2.8279716,,,,,0.05768281933516365,0.05768281933516365
TOI-3568 b,TOI-3568,Transit,4.417965,0.0485,26.4,0.78,0.035,0.05257773039068035,0.035
K2-369 b,K2-369,Transit,5.761612,,,0.735,,0.06397100022603629,0.06397100022603629
GJ 514 b,GJ 514,Radial Velocity,140.43,0.422,5.2,0.51,0.45,0.10108773006101615,0.45
Kepler-138 b,Kepler-138,Transit,10.3126,,0.066,0.521,,0.026382278480760153,0.026382278480760153
TOI-4773 b,TOI-4773,Transit,1.7452851,0.03216,1687.66884117,1.452,0.024,0.07566157317307136,0.024
Kepler-19 b,Kepler-19,Transit,9.28716,,8.4,0.936,0.12,0.04704661115998739,0.12
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,,0.94,22.24798849,0.11,,0.10473639055715595,0.10473639055715595
Kepler-1471 b,Kepler-1471,Transit,,,,,,0.09851524064556692,0.09851524064556692
TOI-2345 b,TOI-2345,Transit,1.0528573,0.01705,3.49,0.727,,0.033993746196557525,0.033993746196557525
K2-391 b,K2-391,Transit,4.622654,,,0.757,,0.06162600409266197,0.06162600409266197
TOI-2196 b,TOI-2196,Transit,1.19539683681,,,,,0.049337514928097355,0.049337514928097355
Kepler-1995 b,Kepler-1995,Transit,73.75794221,,,0.75,,0.10040186123717092,0.10040186123717092
Kepler-975 b,Kepler-975,Transit,1.9703213,0.027,,0.68,0.0,0.06177845065903789,0.06177845065903789
TOI-1736 c,TOI-1736,Radial Velocity,571.3,1.37,2477.0,1.06,0.369,0.2313321915092788,0.369
Kepler-549 b,Kepler-549,Transit,42.9495649,0.2264,,0.839,0.0,0.09593286170880892,0.09593286170880892
Kepler-22 b,Kepler-22,Transit,289.864067,0.7961,,0.799,0.0,0.12364378766013227,0.12364378766013227
K2-3 b,K2-3,Transit,10.054626,,6.48,0.601,,0.04480431014346184,0.04480431014346184
Kepler-1987 b,Kepler-1987,Transit,2.345863002,,,0.75,,0.054481877455089804,0.054481877455089804
K2-19 d,K2-19,Transit,2.50858,0.036,,0.99,,0.06528387207669584,0.06528387207669584
Kepler-1994 b,Kepler-1994,Transit,4.61226344,0.0509,,0.824,0.0,0.07038301506512196,0.07038301506512196
Kepler-58 e,Kepler-58,Transit,4.45814897,0.0533,,1.017,0.0,0.07088392593824613,0.07088392593824613
WASP-84 b,WASP-84,Transit,8.5234962,0.0775,218.34921,0.853,0.0,0.07327982883533338,0.07327982883533338
K2-353 b,K2-353,Transit,15.4658691,,,,,0.07815915680958074,0.07815915680958074
Kepler-1834 c,Kepler-1834,Transit,0.766689534,0.0147,,0.716,0.0,0.054172756243136735,0.054172756243136735
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,,2.5,46.0,0.58,,0.12070175609716438,0.12070175609716438
HD 3167 b,HD 3167,Transit,0.959628,,,0.883,,0.04688348572581355,0.04688348572581355
TOI-6109 c,TOI-6109,Transit,8.538878,0.0786,,1.03,,0.07788567173678625,0.07788567173678625
Kepler-297 b,Kepler-297,Transit,38.86848956,,,1.04,,0.09202006346350332,0.09202006346350332
Kepler-297 b,Kepler-297,Transit,38.86840425,,,0.98,,0.09162026939002901,0.09162026939002901
Kepler-109 b,Kepler-109,Transit,6.481674,0.069,,1.057,0.0,0.0748696403832672,0.0748696403832672
K2-111 c,K2-111,Radial Velocity,15.6805,0.11569,11.08,0.84,0.071,0.0834507255739097,0.071
Kepler-138 d,Kepler-138,Transit,23.0904007,0.12781,,0.52,,0.08582526776599367,0.08582526776599367
TOI-4377 b,TOI-4377,Transit,4.37801940873,,,,,0.06240976727953643,0.06240976727953643
TIC 147027702 b,TIC 147027702,Transit,44.40523,0.274,346.43296363,1.406,0.127,0.09942445105011423,0.127
TOI-5350 b,TOI-5350,Transit,7.581367,0.0796,2094.48920213,1.167,0.0165,0.09372392105106904,0.0165
K2-19 b,K2-19,Transit,7.91943,0.0735,,0.84,,0.07598481520091463,0.07598481520091463
TOI-5542 b,TOI-5542,Transit,75.12375,0.332,419.53349724,0.89,0.018,0.10632022209017933,0.018
WISPIT 2 b,WISPIT 2,Imaging,,54.0,1557.3591943,,,0.11211307758683055,0.11211307758683055
K2-110 b,K2-110,Transit,13.86383,,,,,0.07666186948449663,0.07666186948449663
Kepler-102 b,Kepler-102,Transit,5.28695437,,,0.8,,0.06339575869111999,0.06339575869111999
TOI-2447 b,TOI-2447,Transit,69.33684,0.347,124.90656395,1.034,0.17,0.09295678559066957,0.17
K2-38 b,K2-38,Transit,4.01593,0.04994,7.3,1.03,0.197,0.045606479454278266,0.197
TOI-260 b,TOI-260,Transit,13.475815,0.091,3.3,0.5485,0.0,0.047859583382216096,0.047859583382216096
Kepler-416 c,Kepler-416,Transit Timing Variations,12.20945351,0.1038,,0.999,0.0,0.06759514596841373,0.06759514596841373
Kepler-975 b,Kepler-975,Transit,1.970340203,0.0303,,0.951,0.0,0.06294655544303576,0.06294655544303576
Kepler-30 c,Kepler-30,Transit,60.32488611,,,0.95,,0.0986564872025905,0.0986564872025905
Kepler-1487 c,Kepler-1487,Transit,35.80035721,,,1.29,,0.09215500157574597,0.09215500157574597
Kepler-450 c,Kepler-450,Transit,15.41308581,0.1332,,1.346,0.0,0.08556610008783522,0.08556610008783522
K2-105 b,K2-105,Transit,8.266902,0.081,30.0,1.01,,0.05914058468471536,0.05914058468471536
HAT-P-50 b,HAT-P-50,Transit,3.1220109,0.0453,429.0705,1.273,0.115,0.07012262819841535,0.115
K2-77 b,K2-77,Transit,8.2000844,0.0753,,0.847,0.29,0.07639727377191681,0.29
K2-115 b,K2-115,Transit,20.27362337,,,1.026,,0.0820287352968974,0.0820287352968974
Kepler-793 b,Kepler-793,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1404 b,Kepler-1404,Transit,15.9314739,0.114,,0.778,0.0,0.08337625388206102,0.08337625388206102
Kepler-240 b,Kepler-240,Transit,4.14451776,,,0.78,,0.06056376363912981,0.06056376363912981
Kepler-838 b,Kepler-838,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-145 b,Kepler-145,Transit,22.95068896,0.17308,,1.31,,0.09021921920789887,0.09021921920789887
Kepler-143 c,Kepler-143,Transit,27.08239734,0.1762,,0.993,0.0,0.09090191069876069,0.09090191069876069
Kepler-143 c,Kepler-143,Transit,27.082511,0.181,,,,0.09093129131085675,0.09093129131085675
Kepler-177 c,Kepler-177,Transit,49.41117582,0.2701,,1.07,0.0,0.09906942696888171,0.09906942696888171
Kepler-1475 b,Kepler-1475,Transit,82.177374,0.373,,1.022,0.0,0.10587286428553014,0.10587286428553014
K2-356 b,K2-356,Transit,21.0267366,0.1599,,0.9,,0.08681451258433479,0.08681451258433479
Kepler-1003 b,Kepler-1003,Transit,3.554856915,,,1.11,,0.060509101015470926,0.060509101015470926
Kepler-167 e,Kepler-167,Transit,1071.23205,1.883,321.00669107,0.777,0.29,0.1457162234932529,0.29
Kepler-905 b,Kepler-905,Transit,5.082746517,0.05689,,0.95,,0.07192065341493119,0.07192065341493119
Kepler-1671 b,Kepler-1671,Transit,4.16788529,,,0.866,,0.06110743499894177,0.06110743499894177
Kepler-261 b,Kepler-261,Transit,10.38122447,0.0871,,0.816,0.0,0.07877800147696862,0.07877800147696862
Kepler-18 b,Kepler-18,Transit,3.504691252,,,0.927,,0.05953536595126499,0.05953536595126499
KELT-4 A b,KELT-4 A,Transit,2.98958682,,,1.201,,0.05900082893105965,0.05900082893105965
HD 72659 b,HD 72659,Radial Velocity,3506.0,,950.3117,1.068,0.249,0.2892350671158521,0.249
55 Cnc c,55 Cnc,Radial Velocity,44.3827,0.2432,54.3486576,0.974708,0.048,0.1148026075500784,0.048
55 Cnc f,55 Cnc,Radial Velocity,260.98,0.792,46.87969003,0.974708,0.142,0.1427123729058058,0.142
55 Cnc b,55 Cnc,Radial Velocity,14.651,0.1134,254.25,0.9,0.004,0.11585085580101036,0.004
55 Cnc e,55 Cnc,Radial Velocity,0.73654604,,,,,0.06604690868635688,0.06604690868635688
GJ 367 d,GJ 367,Radial Velocity,34.369,,6.03,0.455,0.14,0.07924462272992723,0.14
HD 23079 c,HD 23079,Radial Velocity,5.748913,,8.26,1.16,0.097,0.06399588382083587,0.097
HD 23472 c,HD 23472,Transit,29.79753862878,,,,,0.08771229889846993,0.08771229889846993
Kepler-1610 b,Kepler-1610,Transit,8.70181574,0.0777,,0.825,0.0,0.07691647687259229,0.07691647687259229
Kepler-1610 b,Kepler-1610,Transit,8.70181574,0.0777,,0.825,0.0,0.07691647687259229,0.07691647687259229
Kepler-1126 b,Kepler-1126,Transit,108.593329,0.4358,,0.935,0.0,0.10939785782664888,0.10939785782664888
HD 63433 c,HD 63433,Transit,20.5438281,,15.539,0.956,,0.058314922681615866,0.058314922681615866
HD 63433 c,HD 63433,Transit,20.543847,0.146,17.2,0.9883,0.0,0.06320774084552551,0.06320774084552551
HD 63433 c,HD 63433,Transit,20.54381533218,,,,,0.08217243251469673,0.08217243251469673
HD 68988 b,HD 68988,Radial Velocity,6.27711,0.0704,591.0,1.18,0.1249,0.11465925901473216,0.1249
HD 72659 b,HD 72659,Radial Velocity,3658.0,4.75,1223.6455,1.43,0.22,0.2728153255069448,0.22
HD 95086 b,HD 95086,Imaging,,,2288.3645304,,,0.15037363729502393,0.15037363729502393
HD 95086 b,HD 95086,Imaging,,56.0,1589.0,1.6,,0.11581050292948611,0.11581050292948611
Kepler-1996 b,Kepler-1996,Transit,32.3767,0.172,,0.644,0.0,0.09096652103155652,0.09096652103155652
11 Com b,11 Com,Radial Velocity,,1.21,5434.7,2.6,,0.18753103867933046,0.18753103867933046
Kepler-1052 b,Kepler-1052,Transit,34.85333,0.208,,0.987,0.0,0.09406440153615317,0.09406440153615317
Kepler-1859 c,Kepler-1859,Transit,3.5964055,0.0464,,1.025,0.0,0.06880302642863202,0.06880302642863202
HD 118203 c,HD 118203,Radial Velocity,5103.0,6.28,3747.19691853,1.27,0.26,0.30767187968436827,0.26
HD 118203 b,HD 118203,Radial Velocity,6.1335,0.07,677.0,1.23,0.309,0.11622315847835174,0.309
HIP 70849 b,HIP 70849,Radial Velocity,3669.3,4.037,1446.11925185,0.647,0.584,0.26618962340955266,0.584
NGTS-18 b,NGTS-18,Transit,3.05125,0.0448,129.99181846,1.003,0.0,0.06015047138569096,0.06015047138569096
TOI-1685 b,TOI-1685,Transit,0.66914491422,,,,,0.044373693945106256,0.044373693945106256
TOI-1260 b,TOI-1260,Transit,3.127463,0.0367,8.56,0.679,0.0,0.04373688628004794,0.04373688628004794
TOI-2076 c,TOI-2076,Transit,,0.0885,,0.85,,0.10654475844270365,0.10654475844270365
LHS 1678 d,LHS 1678,Transit,4.96520685528,,,,,0.0638367489853351,0.0638367489853351
HD 99283 b,HD 99283,Radial Velocity,310.4,1.08,308.29355479,1.76,0.2,0.1811616714210103,0.2
TOI-1268 b,TOI-1268,Transit,8.157728,0.068,,0.9,0.13,0.07711785327219876,0.13
TOI-1759 b,TOI-1759,Transit,18.8500438,,,,,0.08093677095054888,0.08093677095054888
HD 73583 c,HD 73583,Transit,18.8792871,,,,,0.08095888172448824,0.08095888172448824
TOI-1246 e,TOI-1246,Transit,37.9216,0.211,14.8,0.87,,0.06728368541111483,0.06728368541111483
TOI-1246 b,TOI-1246,Transit,4.30745132484,,,,,0.06222770945592603,0.06222770945592603
TOI-1246 b,TOI-1246,Transit,4.30744,0.049,8.1,0.87,,0.04618766788038013,0.04618766788038013
HD 28109 d,HD 28109,Transit,84.2899,,5.8,1.227,0.0054,0.06865856278784106,0.0054
HD 28109 c,HD 28109,Transit,56.00450564844,,,,,0.09788816101349862,0.09788816101349862
TOI-2081 b,TOI-2081,Transit,10.50534,0.0752,,0.54,,0.07719601453776394,0.07719601453776394
Kepler-257 b,Kepler-257,Transit,2.382652169,0.03391,,0.916,,0.06452719945084374,0.06452719945084374
TOI-3540 A b,TOI-3540 A,Transit,3.1198403899,,,,,0.05871499570198543,0.05871499570198543
K2-30 b,K2-30,Transit,4.0984791,,,0.9,,0.061100958100091286,0.061100958100091286
Kepler-975 b,Kepler-975,Transit,1.970342457,0.0303,,0.951,0.0,0.0629465683799306,0.0629465683799306
TOI-3464 b,TOI-3464,Transit,3.6515568,0.0515,397.28550875,1.363,0.25,0.07134344907662896,0.25
WASP-44 b,WASP-44,Transit,2.4238107,,,0.951,,0.05580640055273572,0.05580640055273572
Kepler-435 b,Kepler-435,Transit,8.600153301,0.0811,,0.961,0.0,0.07744536989983775,0.07744536989983775
EPIC 206317286 c,EPIC 206317286,Transit,17.5125,,,,,0.07989329016872779,0.07989329016872779
HAT-P-30 b,HAT-P-30,Transit,2.81060097,,,1.242,,0.05849605364411769,0.05849605364411769
HAT-P-51 b,HAT-P-51,Transit,4.21802091,0.05042,97.57332095,0.961,,0.06114581473636718,0.06114581473636718
Kepler-138 d,Kepler-138,Transit,23.08901839,,,0.56,,0.08024581482130078,0.08024581482130078
Kepler-864 b,Kepler-864,Transit,5.833734,0.064,,1.05,0.0,0.07376157966996348,0.07376157966996348
Kepler-1990 b,Kepler-1990,Transit,1.73513619,0.0286,,1.028,0.0,0.062094124401427586,0.062094124401427586
GJ 887 c,GJ 887,Radial Velocity,21.7952,0.133,10.2,,0.265,0.08817936350034448,0.265
Kepler-1669 b,Kepler-1669,Transit,9.51216177,,,0.67,,0.06948910740927612,0.06948910740927612
HD 210702 b,HD 210702,Radial Velocity,354.8,1.2,603.877,1.68,0.094,0.19566070105070507,0.094
Kepler-1991 c,Kepler-1991,Transit,22.79021423,0.1549,,0.953,0.0,0.08857526512162547,0.08857526512162547
HD 135694 b,HD 135694,Transit,15.92346,0.12,5.7,0.9,0.42,0.053610976690234846,0.42
HD 183263 c,HD 183263,Radial Velocity,5010.0,6.037,2529.91411972,1.170583,0.0595,0.2962694968941875,0.0595
55 Cnc b,55 Cnc,Radial Velocity,14.6,0.113,254.25,,0.0,0.11682620731105685,0.11682620731105685
K2-263 b,K2-263,Transit,50.8213,,,,,0.09625618718691685,0.09625618718691685
Kepler-58 e,Kepler-58,Transit,4.45815716,0.05345,,1.024,,0.07090902715797501,0.07090902715797501
HD 140901 c,HD 140901,Radial Velocity,14386.0,11.8,572.0911326,1.06,0.77,0.29157375460295537,0.77
K2-331 c,K2-331,Transit,22.99592,,,,,0.08381769474126173,0.08381769474126173
NGTS-20 b,NGTS-20,Transit,54.18915,0.313,947.12865286,1.47,0.432,0.11393225823468643,0.432
Kepler-880 b,Kepler-880,Transit,7.714663,0.084,,1.35,0.0,0.0777623942999888,0.0777623942999888
Kepler-19 b,Kepler-19,Transit,9.286968825,0.0836,,0.903,,0.0780076241072205,0.0780076241072205
TOI-1136 d,TOI-1136,Transit,12.51937,,,1.022,0.016,0.07531095172140788,0.016
Kepler-762 b,Kepler-762,Transit,3.77058645414,,,,,0.06075491030873932,0.06075491030873932
HAT-P-42 b,HAT-P-42,Transit,4.64183885,,,1.178,,0.06376894757826113,0.06376894757826113
WASP-92 b,WASP-92,Transit,2.1746742,0.0348,255.85315,1.19,0.0,0.06270994142202549,0.06270994142202549
HAT-P-43 b,HAT-P-43,Transit,3.332683,,,1.01,,0.05938265853786515,0.05938265853786515
TOI-5301 b,TOI-5301,Transit,5.858858,0.073,1182.32167404,1.483,0.33,0.08616922347829818,0.33
K2-138 f,K2-138,Transit,12.756618,,2.47,0.891,0.013,0.04326457786718173,0.013
HAT-P-35 b,HAT-P-35,Transit,3.6466584,,,1.236,0.025,0.06128470295499808,0.025
TOI-564 b,TOI-564,Transit,1.6511442,,,0.998,0.072,0.052245120615662076,0.072
HD 219415 b,HD 219415,Radial Velocity,2093.3,3.2,317.83,1.0,0.4,0.2224754229919408,0.4
WASP-123 b,WASP-123,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-548 b,Kepler-548,Transit,4.454194338,0.0495,,0.812,0.0,0.06998129620924191,0.06998129620924191
K2-100 b,K2-100,Transit,1.6739024,0.0422,,1.18,0.0,0.060958793767370886,0.0
Kepler-450 d,Kepler-450,Transit,7.5143967,0.082,,1.305,0.0,0.0773119805281922,0.0773119805281922
TOI-157 b,TOI-157,Transit,2.0845434178,,,,,0.054585204264160775,0.054585204264160775
K2-188 c,K2-188,Transit,7.809,,,1.07,,0.06948521258037753,0.06948521258037753
WASP-113 b,WASP-113,Transit,4.54217,,,1.318,,0.06406198834979861,0.06406198834979861
WASP-108 b,WASP-108,Transit,2.676,,283.50293904,1.167,0.0,0.056607425475086036,0.056607425475086036
Kepler-14 b,Kepler-14,Transit,6.790121599,0.0787,,1.391,0.0,0.07647726491509323,0.07647726491509323
TOI-1749 c,TOI-1749,Transit,4.4929,0.0443,14.0,0.58,0.019,0.048267628024288384,0.019
Kepler-656 c,Kepler-656,Transit,5.25449393,0.0602,,1.05,0.0,0.07265640386855826,0.07265640386855826
GJ 1214 b,GJ 1214,Transit,1.580404938,,,0.183607,0.0,0.04551537442608507,0.04551537442608507
Kepler-138 c,Kepler-138,Transit,13.78109344,,,0.56,,0.073239932399003,0.073239932399003
HIP 111909 b,HIP 111909,Radial Velocity,487.08,1.32,384.57237247,1.28,,0.19247549130704225,0.19247549130704225
Barnard e,Barnard's star,Radial Velocity,6.7392,0.0381,0.193,0.162,0.04,0.04304802134357192,0.04
HD 168443 c,HD 168443,Radial Velocity,1749.83,2.8373,5464.221,0.995,0.2113,0.2803895800206367,0.2113
HD 169830 b,HD 169830,Radial Velocity,225.62,0.81,915.31,1.4,0.31,0.19125942726558348,0.31
HD 191939 c,HD 191939,Transit,28.5805,0.17,7.2,0.81,0.0,0.05946593356283158,0.05946593356283158
HD 191939 e,HD 191939,Radial Velocity,101.723,0.4,116.0,0.8222,0.0,0.13725511587813558,0.13725511587813558
K2-167 b,K2-167,Transit,9.97857,0.0999,,1.337,0.41,0.08052454515343485,0.41
HD 215497 c,HD 215497,Radial Velocity,567.94,1.282,104.3,0.872,0.49,0.169675354703126,0.49
GJ 887 b,GJ 887,Radial Velocity,9.26177,0.0751,6.9,,0.083,0.07507488698777381,0.083
GJ 9827 c,GJ 9827,Transit,3.64823,0.0429,1.45,0.637,,0.03626802636206362,0.03626802636206362
GJ 9827 d,GJ 9827,Transit,6.20183,,3.42,0.593,,0.038094141949560595,0.038094141949560595
KOI-7913 b,KOI-7913 A,Transit,24.2783801,,,0.66,,0.0819511935829923,0.0819511935829923
Kepler-1921 b,Kepler-1921,Transit,20.03479958,,,1.251,,0.083068071468746,0.083068071468746
Kepler-1126 b,Kepler-1126,Transit,108.59309252,,,1.01,,0.1096234631272402,0.1096234631272402
Kepler-549 b,Kepler-549,Transit,,,,,,0.09851524064556692,0.09851524064556692
K2-337 b,K2-337,Transit,16.27284,,,,,0.0788646551644042,0.0788646551644042
Kepler-102 c,Kepler-102,Transit,7.07136076,0.0651,,0.734,0.0,0.07423824644490197,0.07423824644490197
HD 93963 A b,HD 93963 A,Transit,1.0376109,,,,,0.048080005406694125,0.048080005406694125
K2-403 b,K2-403,Transit,33.5920255,,,,,0.08956870718137937,0.08956870718137937
Kepler-22 b,Kepler-22,Transit,289.864456,0.8489,,0.97,0.0,0.12491719817364538,0.12491719817364538
Kepler-1894 b,Kepler-1894,Transit,2.762660027,,,0.999,,0.057357564498453875,0.057357564498453875
Kepler-1801 b,Kepler-1801,Transit,10.44091127,0.0915,,0.936,0.0,0.07944386719478469,0.07944386719478469
K2-375 b,K2-375,Transit,14.453895,,,1.119,,0.07777505377559696,0.07777505377559696
Kepler-107 e,Kepler-107,Transit,14.749143,0.12639,8.6,1.238,0.0,0.05654847412726972,0.05654847412726972
Kepler-164 c,Kepler-164,Transit,10.9457740137,,,1.14,,0.0741398275308575,0.0741398275308575
Kepler-1996 c,Kepler-1996,Transit,92.73002412,,,0.71,,0.10402304948255828,0.10402304948255828
55 Cnc c,55 Cnc,Radial Velocity,44.3787,0.238,52.44,0.9,0.053,0.11385611314809282,0.053
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,Microlensing,,3.24,1802.08706769,0.69,,0.17447360985461405,0.17447360985461405
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,Microlensing,,2.77,1.19,0.154,,0.07371509926570642,0.07371509926570642
Kepler-998 b,Kepler-998,Transit,5.6537836687,,,1.05,,0.06549369440173192,0.06549369440173192
Kepler-390 c,Kepler-390,Transit,13.0600422,,,0.86,,0.07490687650753639,0.07490687650753639
Kepler-337 c,Kepler-337,Transit,9.69315566,,,1.05,,0.07211097304122778,0.07211097304122778
Kepler-770 d,Kepler-770,Transit,4.15244722,0.0474,,0.822,0.0,0.0693462497525405,0.0693462497525405
Kepler-222 b,Kepler-222,Transit,3.936993706,0.048,,0.945,0.0,0.06936312475179623,0.06936312475179623
HD 206610 b,HD 206610,Radial Velocity,610.0,1.68,699.197,1.56,0.229,0.21097273125801053,0.229
Kepler-978 b,Kepler-978,Transit,49.62473,0.275,,1.12,0.0,0.09937390351916417,0.09937390351916417
Kepler-287 c,Kepler-287,Transit,44.8521071,0.24408,,0.963,,0.09722511790496284,0.09722511790496284
Kepler-1913 b,Kepler-1913,Transit,14.19593863,0.1191,,1.113,0.0,0.08368902983653634,0.08368902983653634
Kepler-336 b,Kepler-336,Transit,2.0248276571,,,,,0.05429834096263321,0.05429834096263321
Kepler-1709 b,Kepler-1709,Transit,65.70462,0.327,,1.08,0.0,0.10303381429584192,0.10303381429584192
